CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,phrase,predictions,requestLatency
4bcc1275-cfd7-4f94-ae3e-5b91a50350c2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,46,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 646}",66fd90e455f202ce2606b72f,2024-10-02 21:28:52.398,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",646
8901081c-446c-440f-897f-93929f9e4813,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,89,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 336}",66fd9d8c4a29b75ae49aef33,2024-10-02 22:22:52.889,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",336
4fc4b1e3-0388-476a-87d4-925fdf22c23f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,60,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 480}",66fd9ebe55f202ce26075d3e,2024-10-02 22:27:58.722,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",480
2a19d0a2-65ad-4ea9-b72d-41f491995897,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,53,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 286}",66fd534d55f202ce26034040,2024-10-02 17:06:05.018,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",286
0cf3f2b5-a7a0-499c-a1d8-f47936eae0c9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,73,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 271}",66fd742a55f202ce26052efb,2024-10-02 19:26:18.325,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",271
03e5298e-1c3f-443c-91e6-0e124a883c85,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,57,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 450}",66fd8e5a55f202ce2606934f,2024-10-02 21:18:02.022,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",450
018fca22-1115-4e34-bea5-c8e4c7b7b7c7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,145,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}, 'requestLatency': 319}",67081b9d8529bdd2887d0d2a,2024-10-10 21:23:25.017,LEXICON_MATCH,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}",319
6a459e0d-55e3-4a43-bdd6-71f5d6abed46,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'nluEngineVersion': '5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b', 'phrase': 'well', 'predictions': {'affirmative': 0.992259, 'negative': 0.000215403838, 'none': 0.0115270317}, 'requestLatency': 3701}",670bb6ed14519701d61e8e13,2024-10-13 15:02:53.459,LEXICON_MATCH,5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b,well,"{'affirmative': 0.992259, 'negative': 0.000215403838, 'none': 0.0115270317}",3701
846f88e8-96fe-46ae-8578-b42c9301b9e5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,38,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}, 'requestLatency': 2004}",6707f04814519701d6fad8a3,2024-10-10 18:18:32.558,LEXICON_MATCH,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}",2004
6e0a563a-9dc5-44e1-b065-28ae98848913,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'nluEngineVersion': '9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': '!', 'predictions': {'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}, 'requestLatency': 1901}",6707718c14519701d6f66766,2024-10-10 09:17:48.198,LEXICON_MATCH,9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,!,"{'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}",1901
9756efb7-c4dd-49f6-931c-553b19f0ddec,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'nluEngineVersion': '9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': ""they don't"", 'predictions': {'affirmative': 0.000336956844, 'negative': 0.998720169, 'none': 0.000452483655}, 'requestLatency': 8772}",670757997673c82f427e09b1,2024-10-10 07:27:05.023,LEXICON_MATCH,9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,they don't,"{'affirmative': 0.000336956844, 'negative': 0.998720169, 'none': 0.000452483655}",8772
6de42711-f810-41bd-aa0d-6d4acf9d6b49,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}, 'requestLatency': 337}",67082aee8529bdd2887de1d1,2024-10-10 22:28:46.983,LEXICON_MATCH,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}",337
f31ef72a-ca89-4069-aafc-d2fad1072a55,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 556}",67082a738529bdd2887ddb5d,2024-10-10 22:26:43.856,LEXICON_MATCH,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",556
641b9a31-14f2-47a9-abdc-fb835e7c6a31,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,14,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': '!', 'predictions': {'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}, 'requestLatency': 4086}",6708277514519701d6fde769,2024-10-10 22:13:57.002,LEXICON_MATCH,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,!,"{'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}",4086
57b31496-d192-4dd4-bb8e-eaf4ff20388f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'accept fidelis', 'predictions': {'affirmative': 0.966753066, 'negative': 0.00760961697, 'none': 0.0415332578}, 'requestLatency': 1788}",6707d0647673c82f4280df88,2024-10-10 16:02:28.875,LEXICON_MATCH,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,accept fidelis,"{'affirmative': 0.966753066, 'negative': 0.00760961697, 'none': 0.0415332578}",1788
23e4ed0a-34d4-4300-a596-90145619d190,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'nluEngineVersion': '7ece903772a815652f032356f29892cfc65a05fa urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'No', 'predictions': {'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}, 'requestLatency': 758}",670847ab14519701d6ffb2e7,2024-10-11 00:31:23.014,LEXICON_MATCH,7ece903772a815652f032356f29892cfc65a05fa urmc-5acc02dcce4ca96fa36dc5578ebacdc1,No,"{'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}",758
4f142e78-1d15-4cce-9567-64a9f91be71f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,80,"{'nluEngineVersion': 'd25361421221bcc107a08b644f80764e9b18a658 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'Sure', 'predictions': {'affirmative': 0.99799639, 'negative': 0.00015004, 'none': 0.00279950374}, 'requestLatency': 942}",6708501f8529bdd2887feb4b,2024-10-11 01:07:27.203,LEXICON_MATCH,d25361421221bcc107a08b644f80764e9b18a658 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,Sure,"{'affirmative': 0.99799639, 'negative': 0.00015004, 'none': 0.00279950374}",942
3769c7a6-c96e-4cf0-bc47-50225cce2cf5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'phrase': 'non', 'predictions': {'affirmative': 0.00118587771, 'negative': 0.97690618, 'none': 0.0139859142}, 'requestLatency': 4932}",6701e17055f202ce2633769a,2024-10-06 04:01:36.335,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,non,"{'affirmative': 0.00118587771, 'negative': 0.97690618, 'none': 0.0139859142}",4932
3769c7a6-c96e-4cf0-bc47-50225cce2cf5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,49,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'phrase': 'No!', 'predictions': {'affirmative': 0.0156948064, 'negative': 0.989740789, 'none': 0.000782502815}, 'requestLatency': 979}",6701e1d855f202ce26337a75,2024-10-06 04:03:20.967,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,No!,"{'affirmative': 0.0156948064, 'negative': 0.989740789, 'none': 0.000782502815}",979
0248ab1e-2f61-4d2e-98e3-6e12c390a1b5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,49,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 738}",66fe96fd9aed72ff52480832,2024-10-03 16:07:09.564,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",738
0b0fb89d-096b-40ed-9f31-0853911d581c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,90,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 1148}",66fecebf55f202ce26139bc7,2024-10-03 20:05:03.526,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",1148
4e8d0ed4-ced4-4bd6-ae09-e75feb911120,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,59,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'phrase': 'states no', 'predictions': {'affirmative': 0.000809846504, 'negative': 0.995616376, 'none': 0.0015095186}, 'requestLatency': 1926}",66fee717ce37c378349c345a,2024-10-03 21:48:55.289,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,states no,"{'affirmative': 0.000809846504, 'negative': 0.995616376, 'none': 0.0015095186}",1926
906f711e-74bf-493c-9df1-169d32774218,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,97,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'phrase': 'positive', 'predictions': {'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}, 'requestLatency': 4088}",66fef20c9aed72ff524d6286,2024-10-03 22:35:40.631,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,positive,"{'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}",4088
906f711e-74bf-493c-9df1-169d32774218,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,177,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'phrase': 'positive', 'predictions': {'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}, 'requestLatency': 4175}",66fef62d9aed72ff524d9f27,2024-10-03 22:53:17.567,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,positive,"{'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}",4175
2d60b61d-82ff-4fe8-bb81-3bdc8d97a30e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'phrase': 'Not', 'predictions': {'affirmative': 0.000199285889, 'negative': 0.986725807, 'none': 0.0123642795}, 'requestLatency': 680}",66ff5a01ce37c37834a2b5e3,2024-10-04 05:59:13.870,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,Not,"{'affirmative': 0.000199285889, 'negative': 0.986725807, 'none': 0.0123642795}",680
e1796081-5ed6-474d-8588-ef372e1bb819,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,49,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 241}",67003290da6a1c1483236ec4,2024-10-04 21:23:12.138,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",241
3caf21ff-cdb7-4065-ba83-7253f6291e62,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'incredibly', 'predictions': {'affirmative': 0.975714087, 'negative': 0.00112002715, 'none': 0.0398756675}, 'requestLatency': 4024}",67000105ce37c37834a8af7b,2024-10-04 17:51:49.932,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,incredibly,"{'affirmative': 0.975714087, 'negative': 0.00112002715, 'none': 0.0398756675}",4024
4f7e6274-72d4-4c21-89a4-80717cab2a3c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'phrase': 'never', 'predictions': {'affirmative': 0.000314765231, 'negative': 0.994039536, 'none': 0.00322677684}, 'requestLatency': 4761}",66ff71d7ce37c37834a39182,2024-10-04 07:40:55.765,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,never,"{'affirmative': 0.000314765231, 'negative': 0.994039536, 'none': 0.00322677684}",4761
ad443844-3acd-4331-8d7d-2d467943c3b9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': '!', 'predictions': {'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}, 'requestLatency': 6222}",67007088ce37c37834aed4c1,2024-10-05 01:47:36.670,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,!,"{'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}",6222
7c834aef-a05a-4c73-8d71-4ff7ac271019,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,82,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 222}",670d4b0a881e9aad8ce3d19f,2024-10-14 19:47:06.860,LEXICON_MATCH,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",222
0c242cbe-32a3-429a-b420-d6ab361a3bd6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,14,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'phrase': 'ok', 'predictions': {'affirmative': 0.994501, 'negative': 0.000435452675, 'none': 0.0101663908}, 'requestLatency': 1685}",670d318f8529bdd288add79f,2024-10-14 17:58:23.354,LEXICON_MATCH,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,ok,"{'affirmative': 0.994501, 'negative': 0.000435452675, 'none': 0.0101663908}",1685
8af9c7d6-87a4-4d35-87e8-51fb1d41c1d1,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,90,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}, 'requestLatency': 472}",670821ee8529bdd2887d64db,2024-10-10 21:50:22.815,LEXICON_MATCH,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.0025597997}",472
974358d4-8741-4d5d-9d4d-ff387cf95fe6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 464}",66fc544955f202ce26fa97e2,2024-10-01 22:58:01.337,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",464
a50a1148-fac7-4748-aca8-cdbccf05e51c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,39,"{'nluEngineVersion': 'e1641e9e796d573a677b441c828108271ac45ffb urmc-f8af18fcbc10a021a6068c79edd3e93f', 'phrase': 'was never submitted to the va', 'predictions': {'affirmative': 0.00140053232, 'negative': 0.992066085, 'none': 0.00410220772}, 'requestLatency': 2723}",66fc34a406ea172c89cba574,2024-10-01 20:43:00.455,LEXICON_MATCH,e1641e9e796d573a677b441c828108271ac45ffb urmc-f8af18fcbc10a021a6068c79edd3e93f,was never submitted to the va,"{'affirmative': 0.00140053232, 'negative': 0.992066085, 'none': 0.00410220772}",2723
9c2611e2-7da9-4699-b8a9-756b50ce6f48,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,56,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 388}",66fc5221ce37c378347d699e,2024-10-01 22:48:49.271,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",388
dae0003e-0cee-42ff-add9-ff0ea14088d4,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,36,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'phrase': 'makatotohanan', 'predictions': {'affirmative': 0.00391044375, 'negative': 0.990889251, 'none': 0.00399498502}, 'requestLatency': 2268}",66fc5d8855f202ce26fb0b7b,2024-10-01 23:37:28.190,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,makatotohanan,"{'affirmative': 0.00391044375, 'negative': 0.990889251, 'none': 0.00399498502}",2268
074bd355-bc2c-4d55-a339-08bcfa76b910,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'nluEngineVersion': '994728dac64a817fed0f861790cb68161d62463e urmc-9e92385eca986a968c0ca3e707e0274a', 'phrase': 'positive', 'predictions': {'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}, 'requestLatency': 4311}",66fc07a255f202ce26f63ee8,2024-10-01 17:30:58.642,LEXICON_MATCH,994728dac64a817fed0f861790cb68161d62463e urmc-9e92385eca986a968c0ca3e707e0274a,positive,"{'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}",4311
e2edac63-0b5e-47aa-ba2b-00175cea5171,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,50,"{'nluEngineVersion': '994728dac64a817fed0f861790cb68161d62463e urmc-5045c59462abcdbf1dd96474e081c41b', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 426}",66fc234e55f202ce26f7ef76,2024-10-01 19:29:02.122,LEXICON_MATCH,994728dac64a817fed0f861790cb68161d62463e urmc-5045c59462abcdbf1dd96474e081c41b,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",426
0d7ccf85-ee2a-4b6c-ba8f-20f2de4ec192,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,63,"{'nluEngineVersion': '994728dac64a817fed0f861790cb68161d62463e urmc-9e92385eca986a968c0ca3e707e0274a', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 426}",66fbfe5355f202ce26f593f6,2024-10-01 16:51:15.111,LEXICON_MATCH,994728dac64a817fed0f861790cb68161d62463e urmc-9e92385eca986a968c0ca3e707e0274a,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",426
3d20f662-8f84-441c-b1bd-8df9ae4d3c3c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'nluEngineVersion': '994728dac64a817fed0f861790cb68161d62463e urmc-5045c59462abcdbf1dd96474e081c41b', 'phrase': '!', 'predictions': {'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}, 'requestLatency': 2823}",66fc0ff8f5f972a5bee453a0,2024-10-01 18:06:32.682,LEXICON_MATCH,994728dac64a817fed0f861790cb68161d62463e urmc-5045c59462abcdbf1dd96474e081c41b,!,"{'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}",2823
e3b2ae20-dc1e-40b1-b49f-bf5836299103,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,42,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 754}",670564d34f3c05168c78845d,2024-10-08 19:58:59.288,LEXICON_MATCH,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",754
